investor_id,name,age,city,occupation,risk_appetite,sip_capacity,preferred_language,created_at,gender,tier,monthly_income_est,last_activity_date
inv_4c1d73d6,Priya Joshi,31,Chennai,Gig Worker,Moderate,2000,Tamil,2024-01-01,Female,Tier 2,37792,2025-10-01
inv_94bdf7a1,Raj Mehta,31,Nashik,Gig Worker,Moderate,2000,Marathi,2024-01-01,Male,Tier 2,27421,2025-10-01
inv_6ea19ea5,Neha Kulkarni,28,Pune,Salaried,Moderate,5000,Hindi,2024-01-01,Female,Tier 2,98854,2025-10-01
inv_8e8a7aa2,Neha Gupta,34,Bangalore,Gig Worker,Moderate,1000,English,2024-01-01,Female,Tier 1,27561,2025-10-01
inv_81ebb43c,Sunil Nair,33,Bangalore,Salaried,Moderate,10000,English,2024-01-01,Male,Tier 1,131926,2025-10-01
inv_79575e74,Riya Reddy,55,Mumbai,Salaried,Moderate,5000,Marathi,2024-01-01,Female,Tier 1,110482,2025-10-01
inv_0a71d7e8,Deepak Shinde,57,Chennai,Salaried,Moderate,5000,Tamil,2024-01-01,Male,Tier 2,52645,2025-10-01
inv_9e14aff2,Neha Kale,78,Bangalore,Retired,Conservative,5000,English,2024-01-01,Female,Tier 1,49260,2025-10-01
inv_84223d8c,Ramesh Verma,19,Nagpur,Student,High,500,English,2024-01-01,Male,Tier 2,13028,2025-10-01
inv_abf25c1f,Varun Kulkarni,48,Nagpur,Salaried,Moderate,10000,English,2024-01-01,Male,Tier 2,53122,2025-10-01
inv_a44fce4d,Kavita Das,38,Nagpur,Gig Worker,Moderate,2000,English,2024-01-01,Female,Tier 2,39623,2025-10-01
inv_7a579ac2,Krutika Mehta,46,Thane,Salaried,Moderate,5000,English,2024-01-01,Female,Tier 2,128227,2025-10-01
inv_13449ad6,Aditi Mehta,43,Thane,Salaried,Moderate,10000,English,2024-01-01,Female,Tier 2,140187,2025-10-01
inv_5a630acb,Swati Gupta,30,Nashik,Gig Worker,Moderate,2000,English,2024-01-01,Female,Tier 2,17764,2025-10-01
inv_f1c00f67,Ramesh Deshmukh,26,Pune,Salaried,Moderate,10000,Marathi,2024-01-01,Male,Tier 2,84851,2025-10-01
inv_90bb41dd,Deepak Gupta,52,Mumbai,Salaried,Moderate,10000,Hindi,2024-01-01,Male,Tier 1,131562,2025-10-01
inv_36d95dbf,Anjali Kale,51,Delhi,Salaried,Moderate,5000,Hindi,2024-01-01,Female,Tier 1,147566,2025-10-01
inv_966198e1,Kavita Kale,37,Chennai,Business,High,15000,Tamil,2024-01-01,Female,Tier 2,161990,2025-10-01
inv_b02d5d4d,Anjali Pawar,68,Delhi,Retired,Conservative,10000,Hindi,2024-01-01,Female,Tier 1,54590,2025-10-01
inv_38ef1e4c,Riya Verma,50,Pune,Gig Worker,Moderate,1000,Marathi,2024-01-01,Female,Tier 2,36724,2025-10-01
inv_ef2d0364,Amit Pawar,31,Delhi,Salaried,Moderate,5000,Hindi,2024-01-01,Male,Tier 1,147778,2025-10-01
inv_68b2b54f,Pooja Das,20,Bangalore,Student,High,500,English,2024-01-01,Female,Tier 1,7131,2025-10-01
inv_e0a31ac6,Riya Verma,57,Thane,Business,High,30000,English,2024-01-01,Female,Tier 2,246150,2025-10-01
inv_71d446c1,Anjali Sharma,29,Nashik,Salaried,Moderate,10000,English,2024-01-01,Female,Tier 2,128971,2025-10-01
inv_b9217181,Raju Mehta,40,Mumbai,Business,High,15000,Marathi,2024-01-01,Male,Tier 1,204895,2025-10-01
inv_b8ba9b41,Nisha Nair,51,Delhi,Gig Worker,Moderate,2000,Hindi,2024-01-01,Female,Tier 1,34911,2025-10-01
inv_53c63e2f,Riya Sharma,31,Nagpur,Salaried,Moderate,10000,English,2024-01-01,Female,Tier 2,136032,2025-10-01
inv_0e97c78c,Ganesh Patil,39,Hyderabad,Business,High,15000,English,2024-01-01,Male,Tier 2,429621,2025-10-01
inv_9bc09a3d,Deepak Pawar,51,Thane,Gig Worker,Moderate,2000,English,2024-01-01,Male,Tier 2,22161,2025-10-01
inv_f6fae2ff,Swati Singh,35,Nagpur,Gig Worker,Moderate,2000,English,2024-01-01,Female,Tier 2,33701,2025-10-01
inv_5be4965c,Arjun Sharma,76,Chennai,Retired,Conservative,10000,Tamil,2024-01-01,Male,Tier 2,55745,2025-10-01
inv_b87b2360,Riya Kale,74,Mumbai,Retired,Conservative,10000,Hindi,2024-01-01,Female,Tier 1,33758,2025-10-01
inv_cb351ca4,Amit Patil,45,Nashik,Salaried,Moderate,5000,Marathi,2024-01-01,Male,Tier 2,60904,2025-10-01
inv_2bc981a4,Neha Pawar,48,Mumbai,Gig Worker,Moderate,2000,Marathi,2024-01-01,Female,Tier 1,38988,2025-10-01
inv_f92ffc47,Riya Pawar,61,Delhi,Retired,Conservative,10000,Hindi,2024-01-01,Female,Tier 1,37183,2025-10-01
inv_8596ca63,Riya Deshmukh,53,Chennai,Gig Worker,Moderate,1000,Tamil,2024-01-01,Female,Tier 2,32792,2025-10-01
inv_b07d77ee,Aditya Pawar,37,Pune,Business,High,15000,Marathi,2024-01-01,Male,Tier 2,471031,2025-10-01
inv_b06f552f,Deepak Mehta,53,Chennai,Salaried,Moderate,10000,Tamil,2024-01-01,Male,Tier 2,73690,2025-10-01
inv_15f80749,Raju Deshmukh,50,Delhi,Gig Worker,Moderate,2000,Hindi,2024-01-01,Male,Tier 1,16752,2025-10-01
inv_852720b3,Suresh Verma,31,Nashik,Business,High,15000,Marathi,2024-01-01,Male,Tier 2,318424,2025-10-01
inv_9c73261c,Neha Joshi,18,Hyderabad,Student,High,500,English,2024-01-01,Female,Tier 2,13466,2025-10-01
inv_01ca0ea6,Sanjay Das,50,Pune,Gig Worker,Moderate,2000,English,2024-01-01,Male,Tier 2,39894,2025-10-01
inv_fb2a0e3a,Anita Verma,53,Mumbai,Business,High,30000,English,2024-01-01,Female,Tier 1,367501,2025-10-01
inv_2e834f94,Aditi Pawar,20,Pune,Student,High,500,Marathi,2024-01-01,Female,Tier 2,12269,2025-10-01
inv_ee22e1bc,Sanjay Das,39,Mumbai,Salaried,Moderate,5000,Hindi,2024-01-01,Male,Tier 1,105579,2025-10-01
inv_451611fd,Anil Deshmukh,41,Delhi,Salaried,Moderate,5000,Hindi,2024-01-01,Male,Tier 1,141896,2025-10-01
inv_4eed884b,Neha Singh,32,Bangalore,Salaried,Moderate,10000,English,2024-01-01,Female,Tier 1,149434,2025-10-01
inv_eea7058c,Suresh Sharma,30,Nagpur,Business,High,15000,English,2024-01-01,Male,Tier 2,439648,2025-10-01
inv_d4a3cc71,Neha Shinde,26,Nagpur,Gig Worker,Moderate,2000,English,2024-01-01,Female,Tier 2,37361,2025-10-01
inv_f4a988af,Kavita Deshmukh,69,Mumbai,Retired,Conservative,5000,Hindi,2024-01-01,Female,Tier 1,55673,2025-10-01
inv_525a5f03,Sunil Shinde,25,Pune,Salaried,Moderate,5000,Marathi,2024-01-01,Male,Tier 2,117562,2025-10-01
inv_99534622,Anita Gupta,51,Bangalore,Business,High,15000,English,2024-01-01,Female,Tier 1,420766,2025-10-01
inv_d1c65493,Anjali Nair,43,Thane,Salaried,Moderate,5000,English,2024-01-01,Female,Tier 2,91535,2025-10-01
inv_4e0faf17,Aditya Pawar,23,Pune,Student,High,1000,Marathi,2024-01-01,Male,Tier 2,11694,2025-10-01
inv_13c120b5,Priya Kulkarni,63,Delhi,Retired,Conservative,5000,Hindi,2024-01-01,Female,Tier 1,67094,2025-10-01
inv_aed0e9e3,Sunil Shinde,44,Thane,Salaried,Moderate,10000,English,2024-01-01,Male,Tier 2,119769,2025-10-01
inv_4fd39ddc,Anil Kale,27,Nagpur,Gig Worker,Moderate,1000,English,2024-01-01,Male,Tier 2,38847,2025-10-01
inv_23deb620,Ramesh Mehta,50,Delhi,Salaried,Moderate,5000,Hindi,2024-01-01,Male,Tier 1,122102,2025-10-01
inv_6b37fc64,Amit Deshmukh,20,Bangalore,Student,High,1000,English,2024-01-01,Male,Tier 1,12722,2025-10-01
inv_c574da07,Nisha Singh,28,Pune,Salaried,Moderate,5000,Marathi,2024-01-01,Female,Tier 2,92673,2025-10-01
inv_563df40f,Riya Nair,40,Mumbai,Business,High,15000,Marathi,2024-01-01,Female,Tier 1,346657,2025-10-01
inv_c6aec745,Anjali Singh,43,Chennai,Gig Worker,Moderate,2000,Tamil,2024-01-01,Female,Tier 2,23232,2025-10-01
inv_08a92a3a,Anita Gupta,57,Thane,Salaried,Moderate,10000,English,2024-01-01,Female,Tier 2,93821,2025-10-01
inv_e1b01b3f,Riya Gupta,24,Bangalore,Business,High,30000,English,2024-01-01,Female,Tier 1,468097,2025-10-01
inv_824d176f,Meena Deshmukh,53,Pune,Salaried,Moderate,5000,Marathi,2024-01-01,Female,Tier 2,92957,2025-10-01
inv_a89c0b64,Riya Deshmukh,29,Thane,Salaried,Moderate,5000,English,2024-01-01,Female,Tier 2,99712,2025-10-01
inv_d16ea91c,Anil Kale,63,Mumbai,Retired,Conservative,10000,English,2024-01-01,Male,Tier 1,53538,2025-10-01
inv_0131ac2d,Vijay Mehta,36,Chennai,Salaried,Moderate,5000,Tamil,2024-01-01,Male,Tier 2,108235,2025-10-01
inv_08bc01a9,Arjun Kale,65,Bangalore,Retired,Conservative,5000,English,2024-01-01,Male,Tier 1,36488,2025-10-01
inv_2e615b73,Rahul Singh,37,Chennai,Gig Worker,Moderate,2000,Tamil,2024-01-01,Male,Tier 2,25607,2025-10-01
inv_afa09b79,Raju Singh,36,Thane,Salaried,Moderate,5000,English,2024-01-01,Male,Tier 2,118678,2025-10-01
inv_65a66d64,Meena Das,42,Pune,Salaried,Moderate,5000,English,2024-01-01,Female,Tier 2,129464,2025-10-01
inv_977b1415,Priya Kale,76,Nagpur,Retired,Conservative,5000,English,2024-01-01,Female,Tier 2,73461,2025-10-01
inv_b4195ea2,Pooja Gupta,30,Chennai,Business,High,30000,Tamil,2024-01-01,Female,Tier 2,151066,2025-10-01
inv_9cd73e87,Neha Das,57,Pune,Salaried,Moderate,10000,English,2024-01-01,Female,Tier 2,41414,2025-10-01
inv_bdf56c35,Kavita Reddy,53,Bangalore,Gig Worker,Moderate,1000,English,2024-01-01,Female,Tier 1,31729,2025-10-01
inv_e8bab63c,Raj Das,38,Pune,Business,High,30000,Marathi,2024-01-01,Male,Tier 2,386892,2025-10-01
inv_662b71cf,Sunita Gupta,67,Nashik,Retired,Conservative,5000,Marathi,2024-01-01,Female,Tier 2,55778,2025-10-01
inv_03793265,Meena Gupta,38,Nashik,Salaried,Moderate,5000,Marathi,2024-01-01,Female,Tier 2,138654,2025-10-01
inv_449f7a60,Divya Patil,22,Nashik,Student,High,500,Hindi,2024-01-01,Female,Tier 2,14989,2025-10-01
inv_5af8e520,Vikram Nair,30,Hyderabad,Salaried,Moderate,5000,English,2024-01-01,Male,Tier 2,106950,2025-10-01
inv_c54b70da,Raj Singh,55,Pune,Salaried,Moderate,5000,Hindi,2024-01-01,Male,Tier 2,69870,2025-10-01
inv_a04099a5,Aditya Singh,71,Nagpur,Retired,Conservative,5000,English,2024-01-01,Male,Tier 2,72125,2025-10-01
inv_499f9dd9,Aditya Pawar,64,Mumbai,Retired,Conservative,10000,Marathi,2024-01-01,Male,Tier 1,72391,2025-10-01
inv_436034c0,Meena Gupta,33,Mumbai,Business,High,30000,Marathi,2024-01-01,Female,Tier 1,377620,2025-10-01
inv_e108a04b,Manoj Joshi,19,Hyderabad,Student,High,500,English,2024-01-01,Male,Tier 2,8562,2025-10-01
inv_cb3d72af,Ramesh Mehta,51,Pune,Salaried,Moderate,5000,Marathi,2024-01-01,Male,Tier 2,120232,2025-10-01
inv_e80ee2bb,Anita Deshmukh,74,Bangalore,Retired,Conservative,10000,English,2024-01-01,Female,Tier 1,79943,2025-10-01
inv_4f053069,Neha Gupta,56,Nagpur,Gig Worker,Moderate,2000,English,2024-01-01,Female,Tier 2,37432,2025-10-01
inv_b7fbd081,Kavita Mehta,21,Nagpur,Student,High,500,English,2024-01-01,Female,Tier 2,5372,2025-10-01
inv_d0e72bb8,Raju Verma,34,Hyderabad,Salaried,Moderate,10000,English,2024-01-01,Male,Tier 2,127191,2025-10-01
inv_8593cbcb,Riya Kale,40,Chennai,Salaried,Moderate,5000,Tamil,2024-01-01,Female,Tier 2,124143,2025-10-01
inv_05f7e15b,Aditya Mehta,36,Mumbai,Salaried,Moderate,5000,English,2024-01-01,Male,Tier 1,98642,2025-10-01
inv_8c09a607,Aditi Gupta,23,Delhi,Student,High,500,Hindi,2024-01-01,Female,Tier 1,12660,2025-10-01
inv_43702e9c,Pooja Kulkarni,54,Mumbai,Gig Worker,Moderate,1000,Marathi,2024-01-01,Female,Tier 1,22314,2025-10-01
inv_13fb83e6,Kavita Joshi,53,Nagpur,Gig Worker,Moderate,2000,English,2024-01-01,Female,Tier 2,33810,2025-10-01
inv_744dbd45,Aditi Shinde,21,Nagpur,Student,High,500,English,2024-01-01,Female,Tier 2,12313,2025-10-01
inv_bb60a650,Manoj Verma,57,Delhi,Salaried,Moderate,5000,Hindi,2024-01-01,Male,Tier 1,77063,2025-10-01
inv_cda93b41,Pooja Patil,46,Delhi,Business,High,30000,Hindi,2024-01-01,Female,Tier 1,256138,2025-10-01
inv_f48c3b52,Anil Singh,28,Mumbai,Gig Worker,Moderate,2000,Hindi,2024-01-01,Male,Tier 1,30223,2025-10-01
inv_0cf7a68a,Sanjay Patil,25,Bangalore,Business,High,15000,English,2024-01-01,Male,Tier 1,190077,2025-10-01
inv_5139cb8e,Anil Gupta,28,Hyderabad,Business,High,15000,English,2024-01-01,Male,Tier 2,139034,2025-10-01
inv_aff39a2b,Sneha Das,46,Bangalore,Salaried,Moderate,10000,English,2024-01-01,Female,Tier 1,41500,2025-10-01
inv_e6be4900,Divya Verma,18,Bangalore,Student,High,500,English,2024-01-01,Female,Tier 1,6479,2025-10-01
inv_834f058d,Aditi Singh,29,Delhi,Business,High,15000,Hindi,2024-01-01,Female,Tier 1,199215,2025-10-01
inv_f6e7477a,Amit Sharma,41,Bangalore,Business,High,30000,English,2024-01-01,Male,Tier 1,177017,2025-10-01
inv_6624f5de,Anita Verma,34,Bangalore,Salaried,Moderate,5000,English,2024-01-01,Female,Tier 1,67871,2025-10-01
inv_a44ea424,Anjali Joshi,72,Hyderabad,Retired,Conservative,10000,English,2024-01-01,Female,Tier 2,42545,2025-10-01
inv_6ecd8bc1,Ramesh Verma,19,Nagpur,Student,High,500,English,2024-01-01,Male,Tier 2,9777,2025-10-01
inv_bc82fe11,Neha Das,52,Bangalore,Salaried,Moderate,10000,English,2024-01-01,Female,Tier 1,48185,2025-10-01
inv_4eaa44a4,Nisha Kulkarni,23,Nashik,Student,High,1000,English,2024-01-01,Female,Tier 2,9162,2025-10-01
inv_522bb05f,Pooja Nair,52,Mumbai,Salaried,Moderate,10000,Hindi,2024-01-01,Female,Tier 1,71697,2025-10-01
inv_96a2f1a4,Anita Singh,42,Nagpur,Gig Worker,Moderate,2000,English,2024-01-01,Female,Tier 2,24459,2025-10-01
inv_e3b27778,Vijay Kulkarni,57,Nagpur,Salaried,Moderate,10000,English,2024-01-01,Male,Tier 2,94985,2025-10-01
inv_2db4619d,Deepak Singh,46,Hyderabad,Gig Worker,Moderate,1000,English,2024-01-01,Male,Tier 2,27733,2025-10-01
inv_df27e5d1,Divya Deshmukh,33,Mumbai,Salaried,Moderate,5000,English,2024-01-01,Female,Tier 1,121846,2025-10-01
inv_c1e5ed4a,Riya Pawar,23,Chennai,Student,High,1000,Tamil,2024-01-01,Female,Tier 2,10403,2025-10-01
inv_8b63f1ef,Krutika Sharma,36,Nagpur,Gig Worker,Moderate,1000,English,2024-01-01,Female,Tier 2,31079,2025-10-01
inv_f012fe13,Swati Verma,32,Pune,Gig Worker,Moderate,2000,Marathi,2024-01-01,Female,Tier 2,37872,2025-10-01
inv_917727ba,Swati Mehta,20,Hyderabad,Student,High,1000,English,2024-01-01,Female,Tier 2,10552,2025-10-01
inv_281c00c4,Meena Kale,38,Nagpur,Salaried,Moderate,10000,English,2024-01-01,Female,Tier 2,43520,2025-10-01
inv_f30ab55c,Sunil Shinde,23,Chennai,Student,High,500,Tamil,2024-01-01,Male,Tier 2,9582,2025-10-01
inv_1c297361,Pooja Sharma,28,Thane,Salaried,Moderate,10000,English,2024-01-01,Female,Tier 2,72557,2025-10-01
inv_0566e886,Sneha Verma,33,Nagpur,Gig Worker,Moderate,2000,English,2024-01-01,Female,Tier 2,21731,2025-10-01
inv_e65d13cb,Swati Das,34,Mumbai,Business,High,15000,Hindi,2024-01-01,Female,Tier 1,172731,2025-10-01
inv_cd096931,Ramesh Kale,57,Nagpur,Salaried,Moderate,5000,English,2024-01-01,Male,Tier 2,86018,2025-10-01
inv_7eceac6d,Neha Pawar,30,Nashik,Business,High,30000,Hindi,2024-01-01,Female,Tier 2,398885,2025-10-01
inv_50a7c54c,Riya Patil,52,Nagpur,Salaried,Moderate,5000,English,2024-01-01,Female,Tier 2,120459,2025-10-01
inv_3473f97a,Rahul Gupta,46,Thane,Business,High,15000,English,2024-01-01,Male,Tier 2,371998,2025-10-01
inv_2ff803a7,Manoj Singh,45,Mumbai,Salaried,Moderate,5000,Marathi,2024-01-01,Male,Tier 1,105963,2025-10-01
inv_97cfa01b,Pooja Singh,49,Chennai,Salaried,Moderate,10000,Tamil,2024-01-01,Female,Tier 2,115362,2025-10-01
inv_87e4e2ae,Vikram Kale,52,Mumbai,Salaried,Moderate,5000,Hindi,2024-01-01,Male,Tier 1,134664,2025-10-01
inv_46b6ebf7,Kavita Deshmukh,72,Delhi,Retired,Conservative,5000,Hindi,2024-01-01,Female,Tier 1,46766,2025-10-01
inv_696cd5eb,Vijay Pawar,19,Nagpur,Student,High,500,English,2024-01-01,Male,Tier 2,14645,2025-10-01
inv_f05bf0f8,Krutika Sharma,57,Bangalore,Business,High,30000,English,2024-01-01,Female,Tier 1,100118,2025-10-01
inv_b2f3e593,Kavita Pawar,73,Bangalore,Retired,Conservative,10000,English,2024-01-01,Female,Tier 1,62877,2025-10-01
inv_af63d260,Anil Shinde,46,Delhi,Business,High,30000,Hindi,2024-01-01,Male,Tier 1,314470,2025-10-01
inv_8ae3be42,Anjali Shinde,51,Nashik,Business,High,30000,Hindi,2024-01-01,Female,Tier 2,182772,2025-10-01
inv_6715d10c,Suresh Pawar,50,Thane,Business,High,30000,English,2024-01-01,Male,Tier 2,265424,2025-10-01
inv_b2755a81,Deepak Nair,38,Thane,Business,High,15000,English,2024-01-01,Male,Tier 2,427256,2025-10-01
inv_2aa50962,Aditi Pawar,68,Nashik,Retired,Conservative,10000,English,2024-01-01,Female,Tier 2,40219,2025-10-01
inv_08bf45d8,Raj Nair,46,Pune,Salaried,Moderate,5000,Hindi,2024-01-01,Male,Tier 2,126633,2025-10-01
inv_a17cf87a,Sunil Gupta,41,Chennai,Business,High,15000,Tamil,2024-01-01,Male,Tier 2,103825,2025-10-01
inv_857afba6,Arjun Reddy,27,Nagpur,Salaried,Moderate,10000,English,2024-01-01,Male,Tier 2,107811,2025-10-01
inv_8cb612fb,Anil Shinde,55,Delhi,Business,High,30000,Hindi,2024-01-01,Male,Tier 1,141682,2025-10-01
inv_4a5b6d06,Anjali Reddy,36,Nashik,Salaried,Moderate,5000,Hindi,2024-01-01,Female,Tier 2,46754,2025-10-01
inv_6c0328df,Kavita Das,49,Nagpur,Business,High,30000,English,2024-01-01,Female,Tier 2,439487,2025-10-01
inv_be9dbdaa,Pooja Verma,32,Thane,Salaried,Moderate,5000,English,2024-01-01,Female,Tier 2,75241,2025-10-01
inv_95e85fe0,Pooja Nair,21,Nagpur,Student,High,1000,English,2024-01-01,Female,Tier 2,5570,2025-10-01
inv_6fcfccad,Varun Reddy,21,Hyderabad,Student,High,500,English,2024-01-01,Male,Tier 2,13904,2025-10-01
inv_dfe0c0bd,Suresh Kale,47,Hyderabad,Business,High,15000,English,2024-01-01,Male,Tier 2,153157,2025-10-01
inv_828df38a,Sunita Sharma,30,Bangalore,Salaried,Moderate,10000,English,2024-01-01,Female,Tier 1,49924,2025-10-01
inv_37375301,Sunita Singh,44,Thane,Salaried,Moderate,10000,English,2024-01-01,Female,Tier 2,73836,2025-10-01
inv_56eb72db,Sneha Shinde,44,Hyderabad,Salaried,Moderate,5000,English,2024-01-01,Female,Tier 2,137766,2025-10-01
inv_d41553c0,Rahul Mehta,22,Hyderabad,Student,High,500,English,2024-01-01,Male,Tier 2,12043,2025-10-01
inv_8b231e49,Sunil Nair,27,Bangalore,Business,High,30000,English,2024-01-01,Male,Tier 1,377245,2025-10-01
inv_4602de3b,Priya Kulkarni,37,Chennai,Salaried,Moderate,10000,Tamil,2024-01-01,Female,Tier 2,106212,2025-10-01
inv_b753fb55,Anita Shinde,48,Nagpur,Salaried,Moderate,10000,English,2024-01-01,Female,Tier 2,89495,2025-10-01
inv_a70d0636,Anjali Shinde,55,Hyderabad,Gig Worker,Moderate,2000,English,2024-01-01,Female,Tier 2,16279,2025-10-01
inv_3dcd9cd6,Deepak Reddy,26,Hyderabad,Salaried,Moderate,10000,English,2024-01-01,Male,Tier 2,68451,2025-10-01
inv_72044db6,Riya Mehta,64,Chennai,Retired,Conservative,5000,Tamil,2024-01-01,Female,Tier 2,70221,2025-10-01
inv_0a67dc47,Manoj Das,50,Delhi,Gig Worker,Moderate,1000,Hindi,2024-01-01,Male,Tier 1,19577,2025-10-01
inv_9d8a61e4,Ramesh Nair,43,Hyderabad,Salaried,Moderate,5000,English,2024-01-01,Male,Tier 2,75655,2025-10-01
inv_8df40a82,Neha Das,37,Delhi,Salaried,Moderate,5000,Hindi,2024-01-01,Female,Tier 1,147141,2025-10-01
inv_73c09e5f,Aditya Nair,57,Nagpur,Salaried,Moderate,10000,English,2024-01-01,Male,Tier 2,83867,2025-10-01
inv_42bc750d,Priya Joshi,28,Mumbai,Salaried,Moderate,10000,English,2024-01-01,Female,Tier 1,72217,2025-10-01
inv_97af6ca0,Neha Patil,34,Pune,Business,High,15000,Marathi,2024-01-01,Female,Tier 2,231086,2025-10-01
inv_7f00e8b9,Nisha Kulkarni,25,Hyderabad,Gig Worker,Moderate,1000,English,2024-01-01,Female,Tier 2,33461,2025-10-01
inv_352b72f2,Arjun Patil,69,Thane,Retired,Conservative,5000,English,2024-01-01,Male,Tier 2,71063,2025-10-01
inv_ffec3a47,Sneha Sharma,55,Pune,Business,High,15000,Marathi,2024-01-01,Female,Tier 2,153186,2025-10-01
inv_ab40f7f8,Krutika Pawar,21,Pune,Student,High,1000,Marathi,2024-01-01,Female,Tier 2,7270,2025-10-01
inv_61616425,Swati Kale,35,Delhi,Salaried,Moderate,5000,Hindi,2024-01-01,Female,Tier 1,87799,2025-10-01
inv_1123ec54,Riya Das,74,Pune,Retired,Conservative,10000,Marathi,2024-01-01,Female,Tier 2,40608,2025-10-01
inv_383a552f,Ramesh Kulkarni,43,Thane,Salaried,Moderate,5000,English,2024-01-01,Male,Tier 2,140789,2025-10-01
inv_8730a199,Raju Pawar,22,Nashik,Student,High,500,English,2024-01-01,Male,Tier 2,13787,2025-10-01
inv_36b91474,Anjali Singh,76,Nagpur,Retired,Conservative,5000,English,2024-01-01,Female,Tier 2,67877,2025-10-01
inv_62a2efe5,Karan Kulkarni,31,Nashik,Salaried,Moderate,10000,Hindi,2024-01-01,Male,Tier 2,40574,2025-10-01
inv_6c19e7a1,Raju Das,68,Delhi,Retired,Conservative,10000,Hindi,2024-01-01,Male,Tier 1,63717,2025-10-01
inv_feefc1a9,Anita Kulkarni,21,Mumbai,Student,High,1000,Hindi,2024-01-01,Female,Tier 1,14861,2025-10-01
inv_8f654e8c,Karan Sharma,29,Hyderabad,Salaried,Moderate,5000,English,2024-01-01,Male,Tier 2,40750,2025-10-01
inv_925a2155,Vikram Patil,34,Mumbai,Salaried,Moderate,5000,English,2024-01-01,Male,Tier 1,84247,2025-10-01
inv_c7c00bcc,Anita Das,70,Hyderabad,Retired,Conservative,10000,English,2024-01-01,Female,Tier 2,50794,2025-10-01
inv_50808790,Ganesh Patil,44,Bangalore,Salaried,Moderate,10000,English,2024-01-01,Male,Tier 1,122304,2025-10-01
inv_df1ce6f8,Riya Pawar,19,Mumbai,Student,High,1000,English,2024-01-01,Female,Tier 1,11950,2025-10-01
inv_cde5ca02,Meena Deshmukh,33,Mumbai,Gig Worker,Moderate,2000,Marathi,2024-01-01,Female,Tier 1,26336,2025-10-01
inv_fdedc29e,Vikram Gupta,53,Mumbai,Salaried,Moderate,10000,Marathi,2024-01-01,Male,Tier 1,105287,2025-10-01
inv_5ead6939,Kavita Verma,68,Bangalore,Retired,Conservative,10000,English,2024-01-01,Female,Tier 1,69465,2025-10-01
inv_d1a4b414,Aditya Deshmukh,29,Pune,Salaried,Moderate,10000,Marathi,2024-01-01,Male,Tier 2,100630,2025-10-01
inv_944a0677,Deepak Das,44,Bangalore,Salaried,Moderate,10000,English,2024-01-01,Male,Tier 1,47932,2025-10-01
inv_83a2a654,Krutika Verma,61,Thane,Retired,Conservative,10000,English,2024-01-01,Female,Tier 2,50831,2025-10-01
inv_77bb8d31,Pooja Verma,64,Delhi,Retired,Conservative,10000,Hindi,2024-01-01,Female,Tier 1,47073,2025-10-01
inv_b63242e9,Meena Shinde,38,Thane,Gig Worker,Moderate,2000,English,2024-01-01,Female,Tier 2,32651,2025-10-01
inv_ac19f6c4,Anjali Mehta,42,Nagpur,Business,High,15000,English,2024-01-01,Female,Tier 2,130026,2025-10-01
inv_58d5e62d,Pooja Verma,76,Chennai,Retired,Conservative,5000,Tamil,2024-01-01,Female,Tier 2,56446,2025-10-01
inv_11184f08,Sanjay Joshi,21,Mumbai,Student,High,1000,Hindi,2024-01-01,Male,Tier 1,9735,2025-10-01
inv_e2ee9141,Raj Verma,35,Pune,Business,High,30000,Hindi,2024-01-01,Male,Tier 2,201078,2025-10-01
inv_7b915317,Suresh Nair,43,Delhi,Gig Worker,Moderate,2000,Hindi,2024-01-01,Male,Tier 1,16037,2025-10-01
inv_861b6621,Kavita Deshmukh,69,Delhi,Retired,Conservative,5000,Hindi,2024-01-01,Female,Tier 1,67562,2025-10-01
inv_2e462da2,Raj Das,26,Pune,Salaried,Moderate,5000,English,2024-01-01,Male,Tier 2,41865,2025-10-01
inv_ac34ef7c,Neha Nair,19,Pune,Student,High,1000,Marathi,2024-01-01,Female,Tier 2,6998,2025-10-01
inv_1a53230d,Anita Kale,32,Hyderabad,Salaried,Moderate,5000,English,2024-01-01,Female,Tier 2,105313,2025-10-01
inv_2fd2159c,Pooja Nair,19,Thane,Student,High,500,English,2024-01-01,Female,Tier 2,13295,2025-10-01
inv_0e0f8823,Sunita Joshi,73,Bangalore,Retired,Conservative,5000,English,2024-01-01,Female,Tier 1,65378,2025-10-01
inv_445f0684,Aditi Gupta,53,Chennai,Business,High,15000,Tamil,2024-01-01,Female,Tier 2,464990,2025-10-01
inv_4ccdafbf,Arjun Sharma,19,Nagpur,Student,High,500,English,2024-01-01,Male,Tier 2,6393,2025-10-01
inv_e458bd4d,Sneha Verma,43,Bangalore,Salaried,Moderate,10000,English,2024-01-01,Female,Tier 1,143475,2025-10-01
inv_535e9d1d,Sunita Shinde,19,Thane,Student,High,500,English,2024-01-01,Female,Tier 2,10923,2025-10-01
inv_58d7a155,Sanjay Shinde,36,Bangalore,Gig Worker,Moderate,1000,English,2024-01-01,Male,Tier 1,28837,2025-10-01
inv_27fce4d6,Aditi Mehta,24,Hyderabad,Gig Worker,Moderate,1000,English,2024-01-01,Female,Tier 2,31555,2025-10-01
inv_6844f3e1,Karan Das,35,Nagpur,Salaried,Moderate,5000,English,2024-01-01,Male,Tier 2,60811,2025-10-01
